dateshift,shift_id,hour,shovel,material,production,productivity,runtime,loadingtime,spottingtime,dumpingtime,hangingtime,queuingtime_exc,queuingtime_dump,speed,payload,speedempty,speedloaded,cycletime,match_factor,countload
2020-08-31,10,15,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,10,15,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,10,15,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,10,15,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,10,15,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,10,15,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,11,16,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,12,17,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,13,18,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,14,19,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,15,20,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,16,21,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,17,22,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,18,23,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,19,0,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,20,1,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,21,2,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,22,3,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,23,4,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0140,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0157,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0158,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0172,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0175,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0176,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0192,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0200,COAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0201,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0215,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,24,5,EX0216,OB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
